   1123 の	助詞,接続助詞,*,*,の,の,*
      2 暗黒	形容詞,*,ナノ形容詞,語幹,暗黒だ,あんこく,代表表記:暗黒だ/あんこくだ
      2 暗	名詞,普通名詞,*,*,暗,あん,代表表記:暗/あん 漢字読み:音 カテゴリ:抽象物
      2 悪夢	名詞,普通名詞,*,*,悪夢,あくむ,代表表記:悪夢/あくむ カテゴリ:抽象物
      2 悪徳	名詞,普通名詞,*,*,悪徳,あくとく,代表表記:悪徳/あくとく カテゴリ:抽象物
      2 悪女	名詞,普通名詞,*,*,悪女,あくじょ,代表表記:悪女/あくじょ カテゴリ:人
      2 悪意	名詞,普通名詞,*,*,悪意,あくい,代表表記:悪意/あくい カテゴリ:抽象物
      2 葵	名詞,普通名詞,*,*,葵,あおい,代表表記:葵/あおい カテゴリ:植物
      2 ワールズ	名詞,人名,*,*,*,*,*
      2 ロリ	名詞,人名,*,*,*,*,*
      2 レジェンド	名詞,人名,*,*,*,*,*
      2 レイ	名詞,普通名詞,*,*,レイ,れい,代表表記:レイ/れい カテゴリ:人工物-衣類
      2 ルール	名詞,普通名詞,*,*,ルール,るーる,代表表記:ルール/るーる カテゴリ:抽象物
      2 ランキング	名詞,普通名詞,*,*,ランキング,らんきんぐ,代表表記:ランキング/らんきんぐ カテゴリ:抽象物
      2 ラン	名詞,サ変名詞,*,*,ラン,らん,代表表記:ラン/らん カテゴリ:抽象物
      2 ヤンデレ	名詞,普通名詞,*,*,ヤンデレ,ヤンデレ,自動獲得:Wikipedia Wikipedia上位語:形容語
      2 モンスター	名詞,普通名詞,*,*,モンスター,もんすたー,代表表記:モンスター/もんすたー カテゴリ:人
      2 モブ	名詞,人名,*,*,*,*,*
      2 モテ	名詞,人名,*,*,*,*,*
      2 メンバー	名詞,普通名詞,*,*,メンバー,めんばー,代表表記:メンバー/めんばー 〜を〜に構成語 カテゴリ:人
      2 メガロポリス	名詞,人名,*,*,*,*,*
      2 ミス	名詞,サ変名詞,*,*,ミス,みす,代表表記:ミス/みす カテゴリ:人
      2 マイナー	名詞,人名,*,*,*,*,*
      2 ボス	名詞,普通名詞,*,*,ボス,ぼす,代表表記:ボス/ぼす カテゴリ:人
      2 ホラー	名詞,人名,*,*,*,*,*
      2 ホームズ	名詞,人名,*,*,ホームズ,ほーむず,人名:外国
      2 ヘタレ	名詞,普通名詞,*,*,ヘタレ,ヘタレ,自動獲得:Wikipedia Wikipediaリダイレクト:へたれ
      2 プレイヤー	名詞,普通名詞,*,*,プレイヤー,ぷれいやー,代表表記:プレーヤー/ぷれーやー カテゴリ:人 ドメイン:文化・芸術;スポーツ
      2 プレイ	名詞,地名,*,*,*,*,*
      2 ブラック	名詞,普通名詞,*,*,ブラック,ぶらっく,代表表記:ブラック/ぶらっく カテゴリ:色
      2 フロンティア	名詞,人名,*,*,*,*,*
      2 フラグ	名詞,人名,*,*,*,*,*
      2 ファンタジー	名詞,普通名詞,*,*,ファンタジー,ふぁんたじー,代表表記:ファンタジー/ふぁんたじー カテゴリ:抽象物 ドメイン:文化・芸術
      2 ヒーロー	名詞,普通名詞,*,*,ヒーロー,ひーろー,代表表記:ヒーロー/ひーろー カテゴリ:人
      2 ヒーラー	名詞,普通名詞,*,*,ヒーラー,ヒーラー,自動獲得:テキスト
      2 パパ	名詞,普通名詞,*,*,パパ,ぱぱ,代表表記:パパ/ぱぱ カテゴリ:人 ドメイン:家庭・暮らし
      2 バッドエンド	名詞,普通名詞,*,*,バッドエンド,バッドエンド,自動獲得:テキスト
      2 ハーフ	名詞,普通名詞,*,*,ハーフ,はーふ,代表表記:ハーフ/はーふ カテゴリ:数量
      2 ネタ	名詞,普通名詞,*,*,ネタ,ねた,代表表記:ネタ/ねた カテゴリ:抽象物 ドメイン:料理・食事;メディア
      2 ネコ	名詞,普通名詞,*,*,ネコ,ねこ,代表表記:猫/ねこ 漢字読み:訓 カテゴリ:動物
      2 ニュー	名詞,普通名詞,*,*,ニュー,にゅー,代表表記:ニュー/にゅー カテゴリ:時間
      2 ナンパ	名詞,サ変名詞,*,*,ナンパ,なんぱ,代表表記:軟派/なんぱ カテゴリ:抽象物
      2 ドン	名詞,人名,*,*,*,*,*
      2 トップ	名詞,普通名詞,*,*,トップ,とっぷ,代表表記:トップ/とっぷ カテゴリ:抽象物
      2 デストラクション	名詞,人名,*,*,*,*,*
      2 デイリー	名詞,人名,*,*,*,*,*
      2 ツンデレ	名詞,人名,*,*,*,*,*
      2 ツッコミ	名詞,人名,*,*,*,*,*
      2 チェンジ	名詞,サ変名詞,*,*,チェンジ,ちぇんじ,代表表記:チェンジ/ちぇんじ カテゴリ:抽象物
      2 チートスキル	名詞,普通名詞,*,*,*,*,*
      2 チートキャラ	名詞,普通名詞,*,*,*,*,*
      2 ダンジョンマスター	名詞,普通名詞,*,*,*,*,*
      2 ダンジョン	名詞,普通名詞,*,*,*,*,*
      2 ダム	名詞,普通名詞,*,*,ダム,だむ,代表表記:ダム/だむ 地名末尾 カテゴリ:人工物-その他
      2 ダークエルフ	名詞,普通名詞,*,*,*,*,*
      2 スローライフ	名詞,組織名,*,*,*,*,*
      2 ジャンプ	名詞,サ変名詞,*,*,ジャンプ,じゃんぷ,代表表記:ジャンプ/じゃんぷ カテゴリ:抽象物
      2 ジャック	名詞,普通名詞,*,*,ジャック,じゃっく,代表表記:ジャック/じゃっく カテゴリ:人工物-その他
      2 ジコ	名詞,普通名詞,*,*,*,*,*
      2 シリーズ	名詞,普通名詞,*,*,シリーズ,しりーず,代表表記:シリーズ/しりーず カテゴリ:抽象物 ドメイン:文化・芸術;スポーツ
      2 ショタ	名詞,普通名詞,*,*,ショタ,ショタ,自動獲得:Wikipedia Wikipediaリダイレクト:ショタコン
      2 システム	名詞,普通名詞,*,*,システム,しすてむ,代表表記:システム/しすてむ カテゴリ:抽象物 ドメイン:科学・技術
      2 サバイバル	名詞,人名,*,*,*,*,*
      2 サガ	名詞,人名,*,*,*,*,*
      2 ゴミ	名詞,普通名詞,*,*,ゴミ,ごみ,代表表記:ゴミ/ごみ カテゴリ:人工物-その他 ドメイン:家庭・暮らし
      2 コンビニ	名詞,普通名詞,*,*,コンビニ,こんびに,代表表記:コンビニ/こんびに カテゴリ:場所-施設 ドメイン:家庭・暮らし
      2 コメ	名詞,普通名詞,*,*,コメ,こめ,代表表記:米/こめ 漢字読み:訓 カテゴリ:植物;人工物-食べ物 ドメイン:料理・食事
      2 コミュ	名詞,普通名詞,*,*,*,*,*
      2 ゲット	名詞,サ変名詞,*,*,ゲット,げっと,代表表記:ゲット/げっと カテゴリ:抽象物
      2 ゲーマー	名詞,普通名詞,*,*,ゲーマー,ゲーマー,自動獲得:Wikipedia Wikipedia上位語:愛好家たち
      2 グラウザー	名詞,普通名詞,*,*,*,*,*
      2 クロス	名詞,サ変名詞,*,*,クロス,くろす,代表表記:クロス/くろす カテゴリ:抽象物;形・模様
      2 クラスメイト	名詞,普通名詞,*,*,*,*,*
      2 クソ	名詞,普通名詞,*,*,クソ,くそ,代表表記:糞/くそ カテゴリ:自然物
      2 クズ	名詞,普通名詞,*,*,クズ,くず,代表表記:クズ/くず カテゴリ:人工物-その他
      2 キャラクター	名詞,普通名詞,*,*,キャラクター,きゃらくたー,代表表記:キャラクター/きゃらくたー カテゴリ:抽象物
      2 キャ	名詞,普通名詞,*,*,*,*,*
      2 キャ	名詞,人名,*,*,*,*,*
      2 キス	名詞,サ変名詞,*,*,キス,きす,代表表記:キス/きす カテゴリ:抽象物
      2 カードバトル	名詞,人名,*,*,*,*,*
      2 オレ	名詞,普通名詞,*,*,オレ,おれ,代表表記:俺/おれ カテゴリ:人
      2 オタク	名詞,普通名詞,*,*,オタク,おたく,代表表記:御宅/おたく カテゴリ:抽象物
      2 オーバー	名詞,サ変名詞,*,*,オーバー,おーばー,代表表記:オーバー/おーばー カテゴリ:抽象物
      2 オーク	名詞,普通名詞,*,*,*,*,*
      2 エルフ	名詞,人名,*,*,*,*,*
      2 アリス	名詞,普通名詞,*,*,アリス,アリス,自動獲得:Wikipedia Wikipedia多義
      2 アラフォー	名詞,人名,*,*,*,*,*
      2 アサシン	名詞,普通名詞,*,*,アサシン,アサシン,自動獲得:Wikipedia Wikipedia上位語:英単語
      2 れたら	接尾辞,動詞性接尾辞,母音動詞,タ系条件形,れる,れたら,代表表記:れる/れる
      2 りんご	名詞,普通名詞,*,*,りんご,りんご,代表表記:林檎/りんご カテゴリ:植物;人工物-食べ物 ドメイン:料理・食事
      2 られる	接尾辞,動詞性接尾辞,母音動詞,基本形,られる,られる,代表表記:られる/られる
      2 よって	動詞,*,子音動詞ラ行,タ系連用テ形,よる,よって,代表表記:因る/よる
      2 よく	形容詞,*,イ形容詞アウオ段,基本連用形,よい,よく,代表表記:良い/よい 反義:形容詞:悪い/わるい
      2 ゆき	名詞,普通名詞,*,*,ゆき,ゆき,代表表記:雪/ゆき 漢字読み:訓 カテゴリ:抽象物
      2 やめて	動詞,*,母音動詞,タ系連用テ形,やめる,やめて,代表表記:止める/やめる 自他動詞:自:止む/やむ
      2 やった	動詞,*,子音動詞ラ行,タ形,やる,やった,代表表記:やる/やる 付属動詞候補（タ系）
      2 やさしい	形容詞,*,イ形容詞イ段,基本形,やさしい,やさしい,代表表記:優しい/やさしい
      2 もん	名詞,形式名詞,*,*,もん,もん,*
      2 もらった	動詞,*,子音動詞ワ行,タ形,もらう,もらった,代表表記:貰う/もらう 付属動詞候補（タ系）
      2 もらえ	動詞,*,母音動詞,未然形,もらえる,もらえ,代表表記:貰える/もらえる 可能動詞:貰う/もらう 付属動詞候補（タ系）
      2 みたいな	助動詞,*,ナ形容詞,ダ列基本連体形,みたいだ,みたいな,*
      2 みたいだ	助動詞,*,ナ形容詞,基本形,みたいだ,みたいだ,*
      2 みた	接尾辞,動詞性接尾辞,母音動詞,タ形,みる,みた,代表表記:みる/みる
      2 み	名詞,普通名詞,*,*,み,み,代表表記:味/み 漢字読み:音 カテゴリ:抽象物
      2 まほろば	名詞,普通名詞,*,*,まほろば,まほろば,自動獲得:テキスト
      2 まったり	動詞,*,子音動詞ワ行,タ系連用タリ形,まう,まったり,代表表記:舞う/まう ドメイン:文化・芸術
      2 また	副詞,*,*,*,また,また,代表表記:又/また
      2 まして	接尾辞,動詞性接尾辞,動詞性接尾辞ます型,タ系連用テ形,ます,まして,代表表記:ます/ます
      2 まさに	副詞,*,*,*,まさに,まさに,代表表記:正に/まさに
      2 ぶらり	名詞,普通名詞,*,*,ぶらり,ぶらり,自動獲得:テキスト
      2 ぶっ	接頭辞,動詞接頭辞,*,*,ぶっ,ぶっ,代表表記:ぶっ/ぶっ
      2 ふり	形容詞,*,ナ形容詞,語幹,ふりだ,ふり,代表表記:不利だ/ふりだ 反義:形容詞:有利だ/ゆうりだ
      2 ふた	名詞,数詞,*,*,ふた,ふた,連語
      2 ば	名詞,普通名詞,*,*,ば,ば,代表表記:場/ば 漢字読み:訓 カテゴリ:場所-その他;抽象物
      2 はじめる	動詞,*,母音動詞,基本形,はじめる,はじめる,代表表記:始める/はじめる 付属動詞候補（基本） 自他動詞:自:始まる/はじまる 反義:動詞:終える/おえる
      2 のでしょう	助動詞,*,ナ形容詞,デス列基本推量形,のだ,のでしょう,*
      2 なんでも	副詞,*,*,*,なんでも,なんでも,代表表記:何でも/なんでも
      2 なら	助詞,接続助詞,*,*,なら,なら,*
      2 なっちゃ	動詞,*,子音動詞ラ行,タ系連用チャ形,なる,なっちゃ,代表表記:成る/なる 自他動詞:他:成す/なす;他:する/する
      2 なき	接尾辞,形容詞性述語接尾辞,イ形容詞アウオ段,文語連体形,ない,なき,代表表記:ない/ない
      2 なかったら	接尾辞,形容詞性述語接尾辞,イ形容詞アウオ段,タ系条件形,ない,なかったら,代表表記:ない/ない
      2 ないで	助動詞,*,助動詞ぬ型,タ系連用テ形,ぬ,ないで,*
      2 ない	動詞,*,子音動詞ワ行,基本連用形,なう,ない,代表表記:綯う/なう
      2 どころ	助詞,副助詞,*,*,どころ,どころ,*
      2 どうやら	副詞,*,*,*,どうやら,どうやら,代表表記:どうやら/どうやら
      2 どうして	指示詞,副詞形態指示詞,*,*,どうして,どうして,*
      2 ともに	副詞,*,*,*,ともに,ともに,代表表記:共に/ともに
      2 できた	動詞,*,母音動詞,タ形,できる,できた,代表表記:出来る/できる
      2 でき	動詞,*,母音動詞,基本連用形,できる,でき,代表表記:出来る/できる
      2 つけ	動詞,*,母音動詞,未然形,つける,つけ,代表表記:付ける/つける 可能動詞:付く/つく 補文ト 付属動詞候補（基本） 自他動詞:自:付く/つく
      2 った	接尾辞,動詞性接尾辞,子音動詞ワ行,タ形,う,った,代表表記:う/う
      2 ちょ	名詞,普通名詞,*,*,ちょ,ちょ,代表表記:著/ちょ 漢字読み:音 カテゴリ:抽象物 ドメイン:文化・芸術
      2 ち	名詞,普通名詞,*,*,ち,ち,代表表記:値/ち 漢字読み:音 カテゴリ:数量
      2 たら	接尾辞,動詞性接尾辞,母音動詞,タ系条件形,る,たら,代表表記:る/る
      2 たった	動詞,*,子音動詞タ行,タ形,たつ,たった,代表表記:建つ/たつ 自他動詞:他:建てる/たてる
      2 ただし	接続詞,*,*,*,ただし,ただし,代表表記:但し/ただし
      2 た	動詞,*,子音動詞カ行,語幹,たく,た,代表表記:炊く/たく ドメイン:料理・食事 自他動詞:自:炊ける/たける
      2 た	接尾辞,形容詞性述語接尾辞,イ形容詞アウオ段,語幹,たい,た,代表表記:たい/たい
      2 その後	名詞,時相名詞,*,*,その後,そのご,代表表記:その後/そのご カテゴリ:時間
      2 そうな	接尾辞,形容詞性述語接尾辞,ナ形容詞,ダ列基本連体形,そうだ,そうな,代表表記:そうだ/そうだ
      2 ぜ	助詞,終助詞,*,*,ぜ,ぜ,*
      2 せよ	動詞,*,サ変動詞,文語命令形,する,せよ,代表表記:する/する 付属動詞候補（基本） 自他動詞:自:成る/なる
      2 すぐ	副詞,*,*,*,すぐ,すぐ,代表表記:すぐ/すぐ 相対名詞修飾 修飾（ニ格）
      2 す	接頭辞,名詞接頭辞,*,*,す,す,代表表記:す/す
      2 じ	名詞,時相名詞,*,*,じ,じ,代表表記:時/じ 漢字読み:音 弱時相名詞 カテゴリ:時間
      2 しれ	動詞,*,母音動詞,未然形,しれる,しれ,代表表記:知れる/しれる 可能動詞:知る/しる 自他動詞:他:知る/しる
      2 ざま	名詞,普通名詞,*,*,ざま,ざま,代表表記:ざま/ざま カテゴリ:抽象物
      2 させて	接尾辞,動詞性接尾辞,母音動詞,タ系連用テ形,させる,させて,代表表記:させる/させる
      2 ごはん	名詞,普通名詞,*,*,ごはん,ごはん,代表表記:御飯/ごはん カテゴリ:人工物-食べ物 ドメイン:料理・食事
      2 こうして	指示詞,副詞形態指示詞,*,*,こうして,こうして,*
      2 け	名詞,普通名詞,*,*,け,け,代表表記:毛/け 漢字読み:訓 カテゴリ:動物-部位
      2 くれ	接尾辞,動詞性接尾辞,母音動詞,未然形,くれる,くれ,代表表記:くれる/くれる
      2 ください	接尾辞,動詞性接尾辞,子音動詞ラ行イ形,命令形,くださる,ください,代表表記:下さる/くださる
